retailer_country,order_method_type,retailer_type,product_line,product_type,product,year,quarter,revenue,quantity,gross_margin
Belgium,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q2 2013,109759.2,166,0.48336358
United States,Fax,Sports Store,Personal Accessories,Knives,Single Edge,2013,Q4 2013,34968.0,2820,0.30967742
France,Web,Outdoors Shop,Personal Accessories,Watches,Kodiak,2013,Q2 2013,53292.9,443,0.44093829
France,Web,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2014,Q3 2014,150.0,25,0.52833333
United Kingdom,Web,Sports Store,Personal Accessories,Eyewear,Inferno,2013,Q3 2013,147428.8,2170,0.42395061
Switzerland,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q2 2013,42125.98,302,0.38346835
China,Web,Sports Store,Personal Accessories,Watches,Lux,2014,Q1 2014,62453.6,367,0.48731154
Australia,Sales visit,Direct Marketing,Personal Accessories,Navigation,Glacier Deluxe,2013,Q3 2013,13743.0,150,0.42152368
Canada,Telephone,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q4 2013,73691.54,598,0.35437799
Japan,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2013,Q1 2013,328319.46,1295,0.40835064
France,Web,Outdoors Shop,Personal Accessories,Eyewear,Capri,2012,Q3 2012,66220.7,1729,0.3345318
Belgium,Web,Sports Store,Personal Accessories,Watches,Lux,2014,Q1 2014,19110.8,112,0.4871884
Canada,Web,Department Store,Personal Accessories,Navigation,Glacier Basic,2013,Q4 2013,45603.54,1422,0.3763642
Germany,Web,Outdoors Shop,Personal Accessories,Watches,Kodiak,2013,Q4 2013,80348.7,623,0.45993053
Belgium,Web,Sports Store,Personal Accessories,Watches,Venue,2014,Q1 2014,53728.0,736,0.42831149
China,Web,Outdoors Shop,Personal Accessories,Watches,Lux,2014,Q2 2014,73636.8,437,0.4911202
Sweden,Web,Eyewear Store,Personal Accessories,Eyewear,Inferno,2012,Q2 2012,47260.25,741,0.41945208
Italy,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2014,Q2 2014,30225.59,1811,0.40083883
Denmark,Web,Eyewear Store,Personal Accessories,Knives,Pocket Gizmo,2013,Q4 2013,4115.1,319,0.63410853
Finland,Web,Warehouse Store,Personal Accessories,Eyewear,Polar Sun,2013,Q3 2013,8248.34,137,0.56566412
Singapore,Special,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness,2012,Q2 2012,15275.0,250,0.28363339
Japan,E-mail,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2012,Q2 2012,16158.24,2748,0.53061224
United Kingdom,Special,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2012,Q4 2012,10512.09,271,0.42768755
Switzerland,Web,Department Store,Personal Accessories,Eyewear,Zone,2013,Q4 2013,110388.3,3248,0.32975424
France,Web,Outdoors Shop,Personal Accessories,Knives,Bear Survival Edge,2013,Q3 2013,14365.42,161,0.47324895
Austria,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2012,Q4 2012,28486.44,106,0.37984669
China,Web,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2013,Q3 2013,34881.54,201,0.45764665
Brazil,Web,Department Store,Outdoor Protection,First Aid,Insect Bite Relief,2012,Q3 2012,564.0,94,0.54
Singapore,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Natural,2012,Q4 2012,8537.94,1467,0.68041237
France,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly 2,2012,Q4 2012,15904.26,593,0.37844892
Belgium,Web,Eyewear Store,Personal Accessories,Navigation,Trail Scout,2013,Q2 2013,10472.0,44,0.35886555
France,Web,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q4 2012,26867.08,62,0.49000785
Singapore,Web,Outdoors Shop,Personal Accessories,Binoculars,Ranger Vision,2014,Q2 2014,107100.5,636,0.53488975
China,Web,Eyewear Store,Personal Accessories,Eyewear,Trendi,2014,Q3 2014,14020.8,276,0.38405512
Italy,Web,Department Store,Personal Accessories,Knives,Pocket Gizmo,2013,Q4 2013,2270.4,176,0.61007752
Mexico,Web,Department Store,Personal Accessories,Watches,Mountain Man Analog,2012,Q2 2012,4742.1,99,0.3736952
Belgium,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q1 2013,45498.96,104,0.45397609
Austria,Web,Department Store,Personal Accessories,Watches,Infinity,2013,Q2 2013,68878.6,292,0.4564364
Finland,Web,Sports Store,Personal Accessories,Watches,Lux,2012,Q4 2012,44742.0,265,0.47407537
Poland,Web,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q2 2012,46862.04,276,0.45933212
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q1 2013,82712.72,1304,0.26880025
France,Web,Outdoors Shop,Camping Equipment,Tents,Star Dome,2014,Q2 2014,55325.65,85,0.39160227
Japan,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2012,Q2 2012,22677.13,29,0.3733775
Brazil,Web,Outdoors Shop,Personal Accessories,Binoculars,Seeker Extreme,2013,Q1 2013,29410.58,187,0.40156093
Sweden,Web,Department Store,Personal Accessories,Navigation,Sky Pilot,2013,Q3 2013,2864.0,8,0.35097765
Italy,Web,Department Store,Personal Accessories,Watches,Kodiak,2013,Q1 2013,2165.4,18,0.43657523
Spain,Web,Golf Shop,Personal Accessories,Watches,TX,2012,Q3 2012,6956.0,37,0.44851064
Austria,Telephone,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2012,Q4 2012,3704.4,540,0.66034985
Switzerland,Web,Golf Shop,Personal Accessories,Watches,Mountain Man Extreme,2013,Q1 2013,3826.94,13,0.60530607
Austria,Web,Outdoors Shop,Personal Accessories,Eyewear,Polar Sun,2014,Q3 2014,7799.12,127,0.58150407
Japan,E-mail,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2012,Q4 2012,63356.58,74,0.44845066
France,Web,Eyewear Store,Personal Accessories,Eyewear,Dante,2012,Q4 2012,12272.95,287,0.35455779
Singapore,Web,Warehouse Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q4 2013,606.0,101,0.54
Netherlands,Web,Sports Store,Personal Accessories,Navigation,Glacier Deluxe,2012,Q3 2012,10334.1,114,0.37970215
Switzerland,Web,Eyewear Store,Personal Accessories,Eyewear,Capri,2014,Q2 2014,20950.1,547,0.3571162
Singapore,Web,Department Store,Personal Accessories,Binoculars,Seeker 50,2013,Q4 2013,49176.4,386,0.2733124
Switzerland,Sales visit,Sports Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q1 2013,348.0,58,0.52833333
Canada,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 30,2014,Q1 2014,2650.0,530,0.63
Japan,Web,Golf Shop,Personal Accessories,Knives,Single Edge,2014,Q2 2014,36225.76,2984,0.29489292
Germany,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 4,2014,Q2 2014,20401.92,693,0.38858696
Austria,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2014,Q3 2014,22128.12,28,0.37997444
Japan,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 3,2012,Q3 2012,157829.68,248,0.3306202
Singapore,Web,Outdoors Shop,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q2 2013,17120.87,221,0.49657932
Poland,Web,Department Store,Camping Equipment,Lanterns,Firefly 2,2013,Q2 2013,25439.04,968,0.36567732
Sweden,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q1 2013,25708.34,259,0.3426355
Italy,Web,Department Store,Camping Equipment,Tents,Star Peg,2012,Q3 2012,2638.0,1319,0.5
Germany,Web,Outdoors Shop,Personal Accessories,Eyewear,Polar Extreme,2013,Q3 2013,4893.9,33,0.5111261
Belgium,Sales visit,Outdoors Shop,Camping Equipment,Tents,Star Dome,2013,Q1 2013,51323.05,83,0.35958599
Italy,Web,Sports Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2012,Q3 2012,35102.97,41,0.44845066
Switzerland,Web,Department Store,Camping Equipment,Lanterns,Flicker Lantern,2012,Q4 2012,1960.23,57,0.5457982
France,Web,Eyewear Store,Personal Accessories,Watches,Venue,2014,Q2 2014,18761.0,257,0.43393316
Netherlands,Web,Sports Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q1 2013,6774.83,197,0.5457982
Australia,Web,Department Store,Personal Accessories,Eyewear,Bella,2013,Q4 2013,10665.0,158,0.46651852
Japan,Web,Eyewear Store,Personal Accessories,Binoculars,Seeker 50,2012,Q3 2012,21808.38,173,0.26558782
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2012,Q3 2012,18233.01,701,0.31641676
Finland,Web,Eyewear Store,Personal Accessories,Navigation,Trail Scout,2012,Q4 2012,1904.0,8,0.35184874
Germany,Telephone,Eyewear Store,Personal Accessories,Eyewear,Polar Ice,2013,Q4 2013,6837.6,65,0.52763397
Australia,Web,Outdoors Shop,Personal Accessories,Eyewear,Zone,2014,Q3 2014,63206.8,1725,0.33184626
France,Web,Equipment Rental Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2012,Q3 2012,3909.8,226,0.52947977
Germany,Telephone,Outdoors Shop,Personal Accessories,Eyewear,Capri,2014,Q1 2014,12447.5,325,0.35169713
Spain,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q1 2013,28949.54,1073,0.52594514
Canada,E-mail,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2014,Q2 2014,41668.02,289,0.4798169
Belgium,Web,Department Store,Personal Accessories,Eyewear,Polar Sports,2012,Q2 2012,5074.96,44,0.48950928
Poland,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Natural,2014,Q1 2014,2748.0,458,0.69
United Kingdom,Sales visit,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q3 2013,3070.0,614,0.63
Mexico,Sales visit,Sports Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2012,Q4 2012,17468.18,2822,0.5266559
Mexico,Sales visit,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,5390.0,1100,0.62244898
Finland,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,Granite Ice,2012,Q3 2012,20755.2,276,0.48178191
Netherlands,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2012,Q4 2012,44386.16,364,0.34754797
Japan,Web,Sports Store,Personal Accessories,Watches,Zodiak,2013,Q3 2013,36463.5,333,0.42442826
Italy,Web,Outdoors Shop,Personal Accessories,Watches,Lux,2013,Q4 2013,49686.8,279,0.47451959
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Calamine Relief,2013,Q4 2013,1008.0,168,0.52833333
Austria,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sun,2013,Q4 2013,5266.16,86,0.57295259
Netherlands,Web,Eyewear Store,Personal Accessories,Navigation,Glacier GPS Extreme,2013,Q4 2013,57392.16,168,0.48343188
France,Web,Outdoors Shop,Personal Accessories,Navigation,Astro Pilot,2013,Q3 2013,92800.0,640,0.37702726
Mexico,Web,Warehouse Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2014,Q2 2014,2030.0,58,0.59885714
Austria,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,Granite Extreme,2014,Q1 2014,44840.0,590,0.38789474
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Lite,2012,Q3 2012,654089.6,1880,0.28144401
United Kingdom,Web,Department Store,Personal Accessories,Eyewear,Fairway,2014,Q2 2014,61986.25,2917,0.4175718
Belgium,Web,Eyewear Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q4 2013,8290.56,102,0.50787402
Canada,Web,Equipment Rental Store,Mountaineering Equipment,Tools,Granite Axe,2013,Q2 2013,65378.0,1685,0.49690722
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Hawk Eye,2014,Q1 2014,63326.0,1476,0.42609244
Switzerland,Web,Department Store,Personal Accessories,Watches,Sam,2013,Q4 2013,36042.6,762,0.40127127
Switzerland,Web,Sports Store,Personal Accessories,Watches,Lux,2012,Q4 2012,15716.8,94,0.47421231
United States,Web,Golf Shop,Personal Accessories,Eyewear,Zone,2012,Q4 2012,197209.4,6434,0.32047159
France,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q2 2013,47068.23,93,0.4511865
Switzerland,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q2 2013,41158.82,334,0.35437799
Finland,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2012,Q3 2012,14856.57,383,0.42768755
Japan,Web,Outdoors Shop,Personal Accessories,Eyewear,Fairway,2014,Q2 2014,137190.0,6456,0.41785786
Japan,Web,Golf Shop,Personal Accessories,Eyewear,Polar Ice,2014,Q3 2014,3553.0,34,0.52449761
Australia,Telephone,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2012,Q3 2012,2503.9,73,0.59067055
Germany,Web,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 100,2014,Q2 2014,283882.46,862,0.30862661
Netherlands,Web,Department Store,Camping Equipment,Lanterns,Firefly 2,2014,Q2 2014,15260.58,569,0.37844892
Poland,Telephone,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2012,Q3 2012,25341.21,1039,0.38499385
Austria,Sales visit,Sports Store,Camping Equipment,Lanterns,Firefly Mapreader,2012,Q2 2012,6016.92,377,0.53007519
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q3 2013,3030.0,606,0.608
Germany,Web,Department Store,Personal Accessories,Eyewear,Capri,2014,Q2 2014,13519.9,353,0.35822454
Poland,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q3 2013,4347.0,189,0.60869565
Japan,Web,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 50,2013,Q3 2013,133760.0,880,0.33611842
Austria,Web,Outdoors Shop,Personal Accessories,Navigation,Trail Master,2012,Q2 2012,3650.0,10,0.35082192
France,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2014,Q3 2014,24859.48,356,0.41028211
Spain,Web,Department Store,Personal Accessories,Watches,Kodiak,2013,Q4 2013,35299.0,270,0.46490326
Germany,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q2 2014,51289.3,504,0.48901623
France,Telephone,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q1 2013,2892.0,482,0.69
Germany,Mail,Outdoors Shop,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q2 2013,11465.56,148,0.49657932
Australia,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Pulley,2012,Q3 2012,7003.4,190,0.50217037
Netherlands,Web,Eyewear Store,Personal Accessories,Eyewear,Capri,2012,Q2 2012,2642.7,69,0.33655352
United Kingdom,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2012,Q2 2012,34501.28,1810,0.2691332
Italy,Web,Eyewear Store,Personal Accessories,Navigation,Glacier Deluxe,2013,Q3 2013,15575.4,170,0.42152368
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2014,Q3 2014,117753.21,149,0.37997444
Switzerland,Web,Sports Store,Camping Equipment,Lanterns,Firefly 2,2014,Q2 2014,22799.21,833,0.39093898
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,21258.25,1055,0.4
Netherlands,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,2013,Q2 2013,13410.0,745,0.52611111
Netherlands,Web,Outdoors Shop,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,14650.02,240,0.57160468
Canada,Mail,Department Store,Personal Accessories,Navigation,Glacier Basic,2012,Q4 2012,16504.8,520,0.36988028
Finland,Web,Outdoors Shop,Personal Accessories,Eyewear,Polar Sun,2013,Q3 2013,10531.99,175,0.56549047
France,Web,Outdoors Shop,Personal Accessories,Knives,Bear Edge,2012,Q4 2012,22676.1,577,0.40127226
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 4,2013,Q3 2013,15203.95,527,0.37608319
Japan,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2012,Q2 2012,12862.0,472,0.34055046
Brazil,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q3 2013,522.4,10,0.0007657
Canada,Web,Sports Store,Personal Accessories,Eyewear,Trendi,2012,Q3 2012,100901.8,2006,0.390397
Canada,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Axe,2013,Q3 2013,164048.4,4245,0.49489053
Singapore,Web,Outdoors Shop,Personal Accessories,Eyewear,Polar Sun,2012,Q2 2012,20034.78,332,0.56666357
Canada,Web,Department Store,Personal Accessories,Watches,Infinity,2012,Q4 2012,66853.0,291,0.46009543
Belgium,Web,Department Store,Camping Equipment,Tents,Star Lite,2014,Q1 2014,39974.04,108,0.32456164
Japan,E-mail,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q1 2013,840.0,168,0.608
Belgium,Web,Department Store,Camping Equipment,Lanterns,Firefly Lite,2012,Q2 2012,4095.01,283,0.53351762
China,Web,Outdoors Shop,Personal Accessories,Binoculars,Seeker Mini,2013,Q3 2013,22758.4,280,0.50787402
Italy,Web,Department Store,Personal Accessories,Watches,Kodiak,2014,Q1 2014,11713.2,86,0.45785609
Canada,Web,Golf Shop,Personal Accessories,Watches,Infinity,2013,Q3 2013,87752.0,374,0.46387068
France,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q1 2013,1932.0,84,0.60869565
Sweden,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q3 2013,14591.22,147,0.3426355
Italy,E-mail,Sports Store,Personal Accessories,Eyewear,Polar Extreme,2013,Q4 2013,3883.95,27,0.49600278
Netherlands,Web,Outdoors Shop,Personal Accessories,Eyewear,Cat Eye,2013,Q3 2013,72097.85,2486,0.32555673
Mexico,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q3 2013,43050.24,808,0.34365616
Spain,Web,Outdoors Shop,Personal Accessories,Eyewear,Hawk Eye,2014,Q2 2014,74130.5,1731,0.42030824
Japan,Web,Eyewear Store,Personal Accessories,Eyewear,Hawk Eye,2013,Q2 2013,54837.0,1354,0.41880975
Austria,Web,Sports Store,Personal Accessories,Binoculars,Seeker 35,2014,Q1 2014,27508.25,275,0.28831351
Japan,Web,Eyewear Store,Personal Accessories,Eyewear,Hawk Eye,2014,Q1 2014,205757.0,4801,0.42136025
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2012,Q3 2012,37444.19,313,0.5440107
Switzerland,Web,Outdoors Shop,Personal Accessories,Watches,TX,2013,Q1 2013,85772.0,452,0.45444014
Switzerland,Web,Sports Store,Personal Accessories,Navigation,Astro Pilot,2013,Q4 2013,23200.0,160,0.37738922
United Kingdom,Web,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS,2012,Q2 2012,33028.73,301,0.28415201
Switzerland,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2012,Q2 2012,19147.8,291,0.47613982
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q2 2014,37019.4,2343,0.52531646
Austria,Sales visit,Outdoors Shop,Personal Accessories,Knives,Single Edge,2013,Q4 2013,62605.98,5157,0.29489292
United Kingdom,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shield,2014,Q3 2014,1026.0,171,0.54
France,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2012,Q4 2012,15773.67,1243,0.59732072
France,Web,Sports Store,Personal Accessories,Binoculars,Ranger Vision,2014,Q3 2014,52991.2,314,0.5336203
Belgium,Web,Eyewear Store,Personal Accessories,Watches,Zodiak,2012,Q3 2012,4497.8,43,0.42715105
Mexico,Web,Department Store,Personal Accessories,Eyewear,Retro,2013,Q4 2013,19045.6,304,0.45955391
Brazil,Web,Golf Shop,Personal Accessories,Navigation,Trail Scout,2012,Q2 2012,6188.0,26,0.35798319
United States,Web,Outdoors Shop,Personal Accessories,Navigation,Trail Scout,2013,Q2 2013,11186.0,47,0.35886555
Brazil,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2014,Q2 2014,34167.76,164,0.61745224
Canada,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2012,Q4 2012,26409.6,5502,0.61458333
United Kingdom,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,2013,Q2 2013,55300.64,14421,0.48888186
Sweden,Telephone,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,2013,Q1 2013,8882.72,1133,0.59821429
Sweden,Web,Sports Store,Personal Accessories,Eyewear,Inferno,2013,Q3 2013,138536.5,2038,0.42075727
United States,Telephone,Department Store,Personal Accessories,Knives,Pocket Gizmo,2012,Q4 2012,378.2,31,0.59344262
Finland,Web,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 50,2013,Q4 2013,89832.0,591,0.33611842
Switzerland,Web,Outdoors Shop,Personal Accessories,Eyewear,Fairway,2014,Q2 2014,27858.75,1311,0.41775564
Canada,Web,Outdoors Shop,Personal Accessories,Eyewear,Polar Ice,2013,Q4 2013,1760.0,16,0.54827273
China,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2012,Q4 2012,94802.91,219,0.4481739
United States,Fax,Sports Store,Personal Accessories,Knives,Bear Edge,2013,Q3 2013,6393.31,161,0.40745404
Belgium,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Water Bag,2014,Q2 2014,33503.52,5352,0.51916933
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2014,Q3 2014,9708.0,1618,0.69
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Polar Sun,2014,Q2 2014,3621.57,61,0.56712144
China,Web,Eyewear Store,Personal Accessories,Navigation,Trail Master,2012,Q2 2012,2920.0,8,0.35082192
France,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Charger,2012,Q4 2012,37190.38,714,0.57072125
